fp	LawNum	LawTitle	LawType	Era	Year	Num
平成20年/420M60000400007_20161001_000000000000000.xml	平成二十年経済産業省令第七号	石油製品需給動態統計調査規則	MinisterialOrdinance	Heisei	20	007
昭和40年/340AC0000000137_20150801_000000000000000.xml	昭和四十年法律第百三十七号	理学療法士及び作業療法士法	Act	Showa	40	137
平成14年/414AC0000000159_20190117_430AC0000000094.xml	平成十四年法律第百五十九号	独立行政法人日本学術振興会法	Act	Heisei	14	159
平成28年/428CO0000000344_20170401_000000000000000.xml	平成二十八年政令第三百四十四号	地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律の施行に伴う経過措置に関する政令	CabinetOrder	Heisei	28	344
昭和27年/327AC0000000035_20150801_000000000000000.xml	昭和二十七年法律第三十五号	海外からの日本国民の集団的引揚輸送のための航海命令に関する法律	Act	Showa	27	35
昭和32年/332CO0000000192_20150801_000000000000000.xml	昭和三十二年政令第百九十二号	積雪寒冷特別地域における道路交通の確保に関する特別措置法施行令	CabinetOrder	Showa	32	192
昭和25年/325CO0000000245_20190701_501CO0000000044.xml	昭和二十五年政令第二百四十五号	地方税法施行令	CabinetOrder	Showa	25	245
昭和42年/342AC0000000122_20190914_501AC0000000037.xml	昭和四十二年法律第百二十二号	通関業法	Act	Showa	42	122
平成17年/417CO0000000056_20200401_502CO0000000099.xml	平成十七年政令第五十六号	特定障害者に対する特別障害給付金の支給に関する法律施行令	CabinetOrder	Heisei	17	056
昭和39年/339CO0000000221_20150801_000000000000000.xml	昭和三十九年政令第二百二十一号	国有林野管理審議会令	CabinetOrder	Showa	39	221
平成14年/414AC1000000002_20150801_000000000000000.xml	平成十四年法律第二号	平成十三年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律	Act	Heisei	14	2
昭和8年/308AC0000000042_20150801_000000000000000.xml	昭和八年法律第四十二号	昭和八年法律第四十二号（身元保証ニ関スル法律）	Act	Showa	08	42
平成2年/402M50400000007_20190701_501M60400000003.xml	平成二年国家公安委員会規則第七号	地域交通安全活動推進委員及び地域交通安全活動推進委員協議会に関する規則	Rule	Heisei	02	7
平成元年/401CO0000000030_20150801_000000000000000.xml	平成元年政令第三十号	昭和天皇の崩御に伴う予算執行職員等の弁償責任に基づく債務の免除に関する政令	CabinetOrder	Heisei	01	30
昭和58年/358M50000200039_20190401_430M60000200078.xml	昭和五十八年農林水産省令第三十九号	分収林特別措置法施行規則	MinisterialOrdinance	Showa	58	39
平成3年/403CO0000000244_20150801_000000000000000.xml	平成三年政令第二百四十四号	中小企業における労働力の確保及び良好な雇用の機会の創出のための雇用管理の改善の促進に関する法律施行令	CabinetOrder	Heisei	03	244
昭和52年/352AC0000000030_20150801_000000000000000.xml	昭和五十二年法律第三十号	領海及び接続水域に関する法律	Act	Showa	52	30
昭和42年/342AC0000000060_20150801_000000000000000.xml	昭和四十二年法律第六十号	外国人漁業の規制に関する法律	Act	Showa	42	60
明治38年/138AC0000000063_20150801_000000000000000.xml	明治三十八年法律第六十三号	外国裁判所ノ嘱託ニ因ル共助法	Act	Meiji	38	63
昭和46年/346AC0000000034_20200401_429AC0000000045.xml	昭和四十六年法律第三十四号	預金保険法	Act	Showa	46	34
平成25年/425M60000802004_20161001_000000000000000.xml	平成二十五年内閣府・国土交通省令第四号	大規模災害からの復興に関する法律第十七条第四項、第十八条第四項及び第九項並びに第二十条第三項に規定する国土交通大臣等に対する協議に関する命令	MinisterialOrdinance	Heisei	25	4
平成13年/413M60000740001_20161001_000000000000000.xml	平成十三年財務省・厚生労働省・農林水産省・経済産業省令第一号	資源の有効な利用の促進に関する法律施行令別表第五の六の項の上欄に規定する特定容器包装に関する省令	MinisterialOrdinance	Heisei	13	001
平成11年/411AC0000000060_20160329_427AC0000000076.xml	平成十一年法律第六十号	重要影響事態に際して我が国の平和及び安全を確保するための措置に関する法律	Act	Heisei	11	60
昭和42年/342M50010000050_20170401_999M50010000050.xml	昭和四十二年農林省令第五十号	外国人漁業の規制に関する法律施行規則	MinisterialOrdinance	Showa	42	50
昭和63年/363AC0000000003_20150801_000000000000000.xml	昭和六十三年法律第三号	漁船再保険及漁業共済保険特別会計における漁業共済に係る保険金の支払財源の不足に充てるための一般会計からする繰入金に関する法律	Act	Showa	63	3
平成10年/410M50000100013_20161001_000000000000000.xml	平成十年厚生省令第十三号	精神保健福祉士法に基づく指定試験機関及び指定登録機関に関する省令	MinisterialOrdinance	Heisei	10	13
平成20年/420M60000040062_20161001_000000000000000.xml	平成二十年財務省令第六十二号	独立行政法人国際協力機構の財務諸表等の閲覧期間並びに附属明細書及び業務報告書の記載事項に関する省令	MinisterialOrdinance	Heisei	20	062
平成17年/417M60000010035_20161001_000000000000000.xml	平成十七年法務省令第三十五号	夫婦財産契約登記規則	MinisterialOrdinance	Heisei	17	035
昭和63年/363CO0000000021_20150801_000000000000000.xml	昭和六十三年政令第二十一号	臨床工学技士法施行令	CabinetOrder	Showa	63	21
平成20年/420M60000010049_20161001_000000000000000.xml	平成二十年法務省令第四十九号	一般社団法人及び一般財団法人に関する法律及び公益社団法人及び公益財団法人の認定等に関する法律の施行に伴う関係法律の整備等に関する法律の施行に伴う関係省令の整備及び経過措置に関する省令　抄	MinisterialOrdinance	Heisei	20	049
昭和27年/327AC1000000286_20150801_000000000000000.xml	昭和二十七年法律第二百八十六号	法廷等の秩序維持に関する法律	Act	Showa	27	286
平成26年/426M6000000a007_20200401_501M6000000a008.xml	平成二十六年内閣府・総務省令第七号	行政手続における特定の個人を識別するための番号の利用等に関する法律別表第二の主務省令で定める事務及び情報を定める命令	MinisterialOrdinance	Heisei	26	7
昭和36年/336CO0000000013_20150801_000000000000000.xml	昭和三十六年政令第十三号	薬剤師法施行令	CabinetOrder	Showa	36	13
昭和26年/326AC0000000184_20150801_000000000000000.xml	昭和二十六年法律第百八十四号	道路運送法施行法　抄	Act	Showa	26	184
昭和47年/347AC0000000066_20160420_428AC0000000030.xml	昭和四十七年法律第六十六号	公有地の拡大の推進に関する法律	Act	Showa	47	66
昭和49年/349M50002000030_20170401_999M50002000030.xml	昭和四十九年労働省令第三十号	労働者災害補償保険特別支給金支給規則	MinisterialOrdinance	Showa	49	30
昭和28年/328AC0000000066_20200401_429AC0000000045.xml	昭和二十八年法律第六十六号	航空機抵当法	Act	Showa	28	66
昭和19年/319M20000001009_20161001_000000000000000.xml	昭和十九年閣令第九号	官吏功労表彰令施行規則	MinisterialOrdinance	Showa	19	009
平成15年/415M60000400008_20191216_501M60000400049.xml	平成十五年経済産業省令第八号	経済産業省の所管する法令に係る情報通信技術を活用した行政の推進等に関する法律施行規則	MinisterialOrdinance	Heisei	15	008
平成24年/424AC0000000055_20190529_430AC0000000033.xml	平成二十四年法律第五十五号	特定多国籍企業による研究開発事業等の促進に関する特別措置法	Act	Heisei	24	55
平成26年/426AC0000000050_20180401_426AC0000000050.xml	平成二十六年法律第五十号	難病の患者に対する医療等に関する法律	Act	Heisei	26	50
昭和31年/331CO0000000346_20150801_000000000000000.xml	昭和三十一年政令第三百四十六号	消防団員等公務災害補償等責任共済等に関する法律施行令	CabinetOrder	Showa	31	346
昭和45年/345CO0000000304_20150801_000000000000000.xml	昭和四十五年政令第三百四号	建築物における衛生的環境の確保に関する法律施行令	CabinetOrder	Showa	45	304
平成16年/416AC0000000128_20161202_428AC0000000098.xml	平成十六年法律第百二十八号	金融機能の強化のための特別措置に関する法律	Act	Heisei	16	128
平成20年/420M60001f42001_20180401_429M60001f42002.xml	平成二十年内閣府・財務省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第一号	中小企業等協同組合法施行規則	MinisterialOrdinance	Heisei	20	001
昭和33年/333CO0000000337_20171001_429CO0000000106.xml	昭和三十三年政令第三百三十七号	産業投資特別会計の貸付の財源に充てるための外貨債の発行に関する法律に基く外貨債の利子の非課税等に関する規定の適用を受けない者の範囲を定める政令	CabinetOrder	Showa	33	337
昭和28年/328CO0000000401_20150801_000000000000000.xml	昭和二十八年政令第四百一号	奄美群島の復帰に伴う琉球政府の職員の引継の暫定措置等に関する政令　抄	CabinetOrder	Showa	28	401
昭和59年/359AC0000000052_20150801_000000000000000.xml	昭和五十九年法律第五十二号	昭和五十九年度の財政運営に必要な財源の確保を図るための特別措置等に関する法律	Act	Showa	59	52
昭和46年/346AC0000000107_20180401_427AC0000000041.xml	昭和四十六年法律第百七号	特定工場における公害防止組織の整備に関する法律	Act	Showa	46	107
平成24年/424M60000200033_20170601_999M60000200033.xml	平成二十四年農林水産省令第三十三号	農林水産省関係福島復興再生特別措置法施行規則	MinisterialOrdinance	Heisei	24	33
昭和29年/329M50000002031_20161001_000000000000000.xml	昭和二十九年総理府令第三十一号	土地分類基本調査基礎計画	MinisterialOrdinance	Showa	29	031
平成15年/415CO0000000293_20180401_429CO0000000156.xml	平成十五年政令第二百九十三号	独立行政法人鉄道建設・運輸施設整備支援機構法施行令	CabinetOrder	Heisei	15	293
平成13年/413M60000c00001_20161001_000000000000000.xml	平成十三年経済産業省・国土交通省令第一号	自動車の製造又は修理の事業を行う者の再生資源又は再生部品の利用の促進に関する判断の基準となるべき事項を定める省令	MinisterialOrdinance	Heisei	13	1
昭和46年/346CO0000000146_20151119_427CO0000000384.xml	昭和四十六年政令第百四十六号	公害防止事業費事業者負担法施行令	CabinetOrder	Showa	46	146
昭和48年/348M50000080015_20161001_000000000000000.xml	昭和四十八年文部省令第十五号	児童生徒急増地域の指定に関する細目を定める省令	MinisterialOrdinance	Showa	48	15
平成14年/414M60000800005_20161001_000000000000000.xml	平成十四年国土交通省令第五号	小型船舶の登録等に関する法律の施行に伴う経過措置を定める省令	MinisterialOrdinance	Heisei	14	5
平成18年/418M60001400004_20161001_000000000000000.xml	平成十八年経済産業省・環境省令第四号	温室効果ガス算定排出量等の集計の方法等を定める省令	MinisterialOrdinance	Heisei	18	4
平成7年/407CO0000000118_20150801_000000000000000.xml	平成七年政令第百十八号	平成七年度、平成十年度及び平成十一年度における地方公務員等共済組合法の年金の額の改定に関する政令	CabinetOrder	Heisei	07	118
明治38年/138M10001000037_20161001_000000000000000.xml	明治三十八年逓信省令第三十七号	鉄道抵当法施行規則	MinisterialOrdinance	Meiji	38	37
昭和31年/331AC1000000138_20150801_000000000000000.xml	昭和三十一年法律第百三十八号	接収不動産に関する借地借家臨時処理法	Act	Showa	31	138
平成18年/418AC0000000049_20160401_426AC0000000069.xml	平成十八年法律第四十九号	公益社団法人及び公益財団法人の認定等に関する法律	Act	Heisei	18	49
平成27年/427CO0000000033_20150801_000000000000000.xml	平成二十七年政令第三十三号	粉乳等に対して課する輸入数量が輸入基準数量を超えた場合の特別緊急関税に関する規定の平成二十六年度における適用の停止を定める政令	CabinetOrder	Heisei	27	33
昭和46年/346M50000180002_20161001_000000000000000.xml	昭和四十六年文部省・厚生省令第二号	視能訓練士学校養成所指定規則	MinisterialOrdinance	Showa	46	002
平成27年/427M60002000016_20161001_000000000000000.xml	平成二十七年防衛省令第十六号	防衛装備庁の技術顧問に関する省令	MinisterialOrdinance	Heisei	27	16
平成12年/412CO0000000329_20150801_000000000000000.xml	平成十二年政令第三百二十九号	国立研究開発法人建築研究所法第十二条第五号の公共的団体を定める政令	CabinetOrder	Heisei	12	329
平成27年/427CO0000000091_20150801_000000000000000.xml	平成二十七年政令第九十一号	少年院法施行令	CabinetOrder	Heisei	27	91
昭和40年/340CO0000000014_20191216_501CO0000000183.xml	昭和四十年政令第十四号	河川法施行令	CabinetOrder	Showa	40	14
昭和23年/323AC0000000027_20150801_000000000000000.xml	昭和二十三年法律第二十七号	財政法第三条の特例に関する法律	Act	Showa	23	27
昭和53年/353M50000400029_20161001_000000000000000.xml	昭和五十三年通商産業省令第二十九号	日本国と大韓民国との間の両国に隣接する大陸	MinisterialOrdinance	Showa	53	029
昭和56年/356M50000080030_20161001_000000000000000.xml	昭和五十六年文部省令第三十号	昭和四十四年度以後における私立学校教職員共済組合からの年金の額の改定に関する法律施行令第二条第三項に規定する金額の特例を定める省令	MinisterialOrdinance	Showa	56	30
平成28年/428RPMD04010000_20161021_999RPMD04010000.xml	平成二十八年四月一日内閣総理大臣決定	内閣サイバーセキュリティセンターに企画官等を置く規則	Rule	Heisei	28	
昭和43年/343CO0000000208_20150801_000000000000000.xml	昭和四十三年政令第二百八号	小笠原諸島の復帰に伴う郵政省関係法律の適用の暫定措置に関する政令　抄	CabinetOrder	Showa	43	208
昭和32年/332AC1000000164_20200401_429AC0000000045.xml	昭和三十二年法律第百六十四号	生活衛生関係営業の運営の適正化及び振興に関する法律	Act	Showa	32	164
平成18年/418CO0000000162_20150801_000000000000000.xml	平成十八年政令第百六十二号	独立行政法人国立美術館法施行令	CabinetOrder	Heisei	18	162
平成4年/404M50000002051_20161001_000000000000000.xml	平成四年総理府令第五十一号	振興拠点地域に係る中核的民間施設及び業務核都市に係る中核的民間施設に関する細分を定める省令	MinisterialOrdinance	Heisei	04	051
平成12年/412M50000400111_20180401_430M60000400008.xml	平成十二年通商産業省令第百十一号	ガス工作物の技術上の基準を定める省令	MinisterialOrdinance	Heisei	12	111
昭和26年/326AC1000000246_20200401_501AC0000000031.xml	昭和二十六年法律第二百四十六号	国有林野の管理経営に関する法律	Act	Showa	26	246
平成26年/426M60000200043_20161001_000000000000000.xml	平成二十六年農林水産省令第四十三号	内水面漁業の振興に関する法律施行規則	MinisterialOrdinance	Heisei	26	43
平成9年/409M50000040052_20161001_000000000000000.xml	平成九年大蔵省令第五十二号	沖縄振興開発金融公庫の財務諸表等の閲覧期間並びに附属明細書及び業務報告書の記載事項に関する省令	MinisterialOrdinance	Heisei	09	52
平成14年/414AC0000000191_20150801_000000000000000.xml	平成十四年法律第百九十一号	独立行政法人国立病院機構法	Act	Heisei	14	191
昭和30年/330CO0000000316_20150801_000000000000000.xml	昭和三十年政令第三百十六号	自動車損害賠償保障事業賦課金等の金額を定める政令	CabinetOrder	Showa	30	316
平成10年/410CO0000000197_20150801_000000000000000.xml	平成十年政令第百九十七号	平成十年度における旧令による共済組合等からの年金受給者のための特別措置法等の規定による年金の額の改定に関する政令	CabinetOrder	Heisei	10	197
平成7年/407M50000100033_20190701_501M60000100020.xml	平成七年厚生省令第三十三号	原子爆弾被爆者に対する援護に関する法律施行規則	MinisterialOrdinance	Heisei	7	33
平成17年/417CO0000000364_20150801_000000000000000.xml	平成十七年政令第三百六十四号	会社法施行令	CabinetOrder	Heisei	17	364
昭和47年/347CO0000000286_20191116_501CO0000000150.xml	昭和四十七年政令第二百八十六号	日本下水道事業団法施行令	CabinetOrder	Showa	47	286
昭和25年/325CO0000000244_20150801_000000000000000.xml	昭和二十五年政令第二百四十四号	牧野法施行令	CabinetOrder	Showa	25	244
平成19年/419CO0000000110_20150801_000000000000000.xml	平成十九年政令第百十号	独立行政法人国立博物館法の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令　抄	CabinetOrder	Heisei	19	110
昭和28年/328CO0000000130_20150801_000000000000000.xml	昭和二十八年政令第百三十号	有線電気通信法施行令	CabinetOrder	Showa	28	130
昭和50年/350AC0000000028_20190914_501AC0000000037.xml	昭和五十年法律第二十八号	作業環境測定法	Act	Showa	50	28
平成7年/407AC0000000011_20150801_000000000000000.xml	平成七年法律第十一号	阪神・淡路大震災の被災者等に係る国税関係法律の臨時特例に関する法律	Act	Heisei	07	11
平成23年/423CO0000000421_20190401_431CO0000000038.xml	平成二十三年政令第四百二十一号	出入国管理及び難民認定法及び日本国との平和条約に基づき日本の国籍を離脱した者等の出入国管理に関する特例法の一部を改正する等の法律の施行に伴う関係政令の整備及び経過措置に関する政令　抄	CabinetOrder	Heisei	23	421
平成29年/429M60000208001_20170401_000000000000000.xml	平成二十九年総務省・農林水産省令第一号	森林組合法の規定による認可地縁団体への組織変更に関する省令	MinisterialOrdinance	Heisei	29	001
平成22年/422CO0000000163_20150801_000000000000000.xml	平成二十二年政令第百六十三号	医療保険制度の安定的運営を図るための国民健康保険法等の一部を改正する法律の一部の施行に伴う国民健康保険の国庫負担金等の算定に関する政令の規定の整備及び経過措置に関する政令　抄	CabinetOrder	Heisei	22	163
昭和24年/324AC0000000188_20190614_501AC0000000037.xml	昭和二十四年法律第百八十八号	測量法	Act	Showa	24	188
昭和35年/335M50004002003_20170701_429M60000802003.xml	昭和三十五年総理府・建設省令第三号	道路標識、区画線及び道路標示に関する命令	MinisterialOrdinance	Showa	35	003
平成8年/408AC0000000076_20150801_000000000000000.xml	平成八年法律第七十六号	排他的経済水域における漁業等に関する主権的権利の行使等に関する法律	Act	Heisei	08	76
昭和63年/363CO0000000347_20200401_502CO0000000026.xml	昭和六十三年政令第三百四十七号	肉用子牛生産安定等特別措置法施行令	CabinetOrder	Showa	63	347
平成13年/413M60000408003_20190701_501M60000408002.xml	平成十三年総務省・経済産業省令第三号	特定機器に係る適合性評価手続の結果の外国との相互承認の実施に関する法律施行規則	MinisterialOrdinance	Heisei	13	3
昭和61年/361M50000e00001_20190701_501M60000002017.xml	昭和六十一年農林水産省・通商産業省・運輸省令第一号	特定商品等の預託等取引契約に関する法律の規定に基づく立入検査をする職員の携帯する身分を示す証明書の様式を定める内閣府令	MinisterialOrdinance	Showa	61	001
昭和30年/330AC0000000104_20180401_430AC0000000007.xml	昭和三十年法律第百四号	地方揮発油税法	Act	Showa	30	104
平成18年/418M60000100070_20191001_501M60000100039.xml	平成十八年厚生労働省令第七十号	労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律施行令第二条第二項の市町村を定める省令	MinisterialOrdinance	Heisei	18	70
平成17年/417CO0000000224_20181001_429CO0000000311.xml	平成十七年政令第二百二十四号	国立研究開発法人日本原子力研究開発機構法施行令	CabinetOrder	Heisei	17	224
平成20年/420M60000042004_20170401_999M60000042004.xml	平成二十年内閣府・財務省令第四号	犯罪利用預金口座等に係る資金による被害回復分配金の支払等に関する法律第二十条第一項に規定する割合及び支出について定める命令	MinisterialOrdinance	Heisei	20	4
昭和36年/336CO0000000182_20150801_000000000000000.xml	昭和三十六年政令第百八十二号	選挙制度審議会令	CabinetOrder	Showa	36	182
平成24年/424M60000002026_20161001_000000000000000.xml	平成二十四年内閣府令第二十六号	沖縄県における駐留軍用地跡地の有効かつ適切な利用の推進に関する特別措置法施行規則	MinisterialOrdinance	Heisei	24	26
平成30年/430CO0000000251_20200401_000000000000000.xml	平成三十年政令第二百五十一号	働き方改革を推進するための関係法律の整備に関する法律の一部の施行に伴う経過措置に関する政令	CabinetOrder	Heisei	30	251
昭和34年/334CO0000000183_20150801_000000000000000.xml	昭和三十四年政令第百八十三号	北海道寒冷地畑作営農改善資金融通臨時措置法施行令	CabinetOrder	Showa	34	183
平成15年/415AC0000000124_20150801_000000000000000.xml	平成十五年法律第百二十四号	成田国際空港株式会社法	Act	Heisei	15	124
昭和39年/339M50000100008_20161001_000000000000000.xml	昭和三十九年厚生省令第八号	救急病院等を定める省令	MinisterialOrdinance	Showa	39	8
昭和34年/334CO0000000266_20150801_000000000000000.xml	昭和三十四年政令第二百六十六号	連合国財産の返還等に伴う損失の処理等に関する法律施行令	CabinetOrder	Showa	34	266
平成3年/403AC0000000036_20160401_426AC0000000069.xml	平成三年法律第三十六号	救急救命士法	Act	Heisei	03	36
平成5年/405M50000008020_20161001_000000000000000.xml	平成五年自治省令第二十号	地方拠点都市地域の整備及び産業業務施設の再配置の促進に関する法律第十二条及び第三十六条の地方公共団体等を定める省令	MinisterialOrdinance	Heisei	05	20
平成元年/401M50000080020_20180401_429M60000080031.xml	平成元年文部省令第二十号	教科用図書検定規則	MinisterialOrdinance	Heisei	01	20
平成9年/409AC0000000089_20150801_000000000000000.xml	平成九年法律第八十九号	日本銀行法	Act	Heisei	09	89
昭和27年/327AC1000000204_20150801_000000000000000.xml	昭和二十七年法律第二百四号	道路交通事業抵当法	Act	Showa	27	204
平成26年/426M60000100090_20180401_429M60000100116.xml	平成二十六年厚生労働省令第九十号	再生医療等製品の製造販売後の調査及び試験の実施の基準に関する省令	MinisterialOrdinance	Heisei	26	90
平成11年/411AC0000000178_20160401_427AC0000000051.xml	平成十一年法律第百七十八号	独立行政法人国立文化財機構法	Act	Heisei	11	178
平成26年/426AC1000000100_20150801_000000000000000.xml	平成二十六年法律第百号	過労死等防止対策推進法	Act	Heisei	26	100
昭和27年/327AC0000000004_20150801_000000000000000.xml	昭和二十七年法律第四号	財政法、会計法等の財政関係法律の一部を改正する等の法律　抄	Act	Showa	27	4
昭和27年/327CO0000000127_20150801_000000000000000.xml	昭和二十七年政令第百二十七号	日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う外国為替令等の臨時特例に関する政令	CabinetOrder	Showa	27	127
昭和23年/323M40000100024_20190507_501M60000100001.xml	昭和二十三年厚生省令第二十四号	墓地、埋葬等に関する法律施行規則	MinisterialOrdinance	Showa	23	24
平成29年/429M60000e00002_20170523_000000000000000.xml	平成二十九年農林水産省・経済産業省・国土交通省令第二号	木材関連事業者の合法伐採木材等の利用の確保に関する判断の基準となるべき事項を定める省令	MinisterialOrdinance	Heisei	29	002
昭和51年/351AC0000000034_20150801_000000000000000.xml	昭和五十一年法律第三十四号	賃金の支払の確保等に関する法律	Act	Showa	51	34
昭和42年/342M50000800078_20190701_501M60000800020.xml	昭和四十二年運輸省令第七十八号	船員災害防止活動の促進に関する法律施行規則	MinisterialOrdinance	Showa	42	078
昭和34年/334M50000040010_20191216_501M60000040038.xml	昭和三十四年大蔵省令第十号	国家公務員宿舎法施行規則	MinisterialOrdinance	Showa	34	010
平成27年/427CO0000000243_20150801_000000000000000.xml	平成二十七年政令第二百四十三号	国の所有に係る日本郵政株式会社の株式の処分に関する政令	CabinetOrder	Heisei	27	243
平成14年/414AC0000000153_20191216_501AC0000000016.xml	平成十四年法律第百五十三号	電子署名等に係る地方公共団体情報システム機構の認証業務に関する法律	Act	Heisei	14	153
平成9年/409AC0000000048_20200401_501AC0000000008.xml	平成九年法律第四十八号	日本私立学校振興・共済事業団法	Act	Heisei	09	48
平成12年/412CO0000000469_20150801_000000000000000.xml	平成十二年政令第四百六十九号	平成十二年九月八日から同月十七日までの間の豪雨及び暴風雨による災害についての激甚災害の指定並びにこれに対し適用すべき措置の指定に関する政令	CabinetOrder	Heisei	12	469
平成13年/413M60000400090_20161001_000000000000000.xml	平成十三年経済産業省令第九十号	回転いすの製造の事業を行う者の再生資源の利用の促進に関する判断の基準となるべき事項を定める省令	MinisterialOrdinance	Heisei	13	090
平成19年/419M60000002071_20161001_000000000000000.xml	平成十九年内閣府令第七十一号	日本郵政株式会社が銀行持株会社等である場合の届出に関する手続を定める内閣府令	MinisterialOrdinance	Heisei	19	071
平成16年/416AC0000000116_20161201_428AC0000000054.xml	平成十六年法律第百十六号	武力攻撃事態及び存立危機事態における外国軍用品等の海上輸送の規制に関する法律	Act	Heisei	16	116
昭和51年/351CO0000000132_20150801_000000000000000.xml	昭和五十一年政令第百三十二号	漁業経営の改善及び再建整備に関する特別措置法施行令	CabinetOrder	Showa	51	132
平成12年/412CO0000000535_20150801_000000000000000.xml	平成十二年政令第五百三十五号	産炭地域振興臨時措置法附則第六項前段に規定する地区を定める政令	CabinetOrder	Heisei	12	535
平成15年/415M60400000015_20191214_501M60400000008.xml	平成十五年国家公安委員会規則第十五号	インターネット異性紹介事業を利用して児童を誘引する行為の規制等に関する法律施行規則	Rule	Heisei	15	15
昭和45年/345CO0000000048_20150801_000000000000000.xml	昭和四十五年政令第四十八号	利率等の表示の年利建て移行に関する政令　抄	CabinetOrder	Showa	45	48
平成2年/402M50000100020_20190507_501M60000100001.xml	平成二年厚生省令第二十号	柔道整復師法施行規則	MinisterialOrdinance	Heisei	2	20
昭和29年/329M50010000051_20190701_501M60000200010.xml	昭和二十九年農林省令第五十一号	酪農及び肉用牛生産の振興に関する法律施行規則	MinisterialOrdinance	Showa	29	051
平成26年/426AC1000000101_20150801_000000000000000.xml	平成二十六年法律第百一号	養豚農業振興法	Act	Heisei	26	101
昭和28年/328CO0000000141_20190712_501CO0000000056.xml	昭和二十八年政令第百四十一号	貿易保険法施行令	CabinetOrder	Showa	28	141
平成24年/424M60000442004_20161001_000000000000000.xml	平成二十四年内閣府・財務省・経済産業省令第四号	沖縄振興特別措置法第六十六条第五項の規定により読み替えて適用される中小企業等経営強化法第十八条第一項第一号に規定する内閣府令・経済産業省令・財務省令で定める金融機関を定める命令	MinisterialOrdinance	Heisei	24	004
昭和46年/346M50400000006_20161001_000000000000000.xml	昭和四十六年国家公安委員会規則第六号	銃砲刀剣類所持等取締法第四条第一項第四号に規定する政令で定める者が行なう推薦の数を定める規則	Rule	Showa	46	6
昭和33年/333AC0000000030_20200401_429AC0000000045.xml	昭和三十三年法律第三十号	地すべり等防止法	Act	Showa	33	30
平成26年/426M60000200060_20161001_000000000000000.xml	平成二十六年農林水産省令第六十号	動物用再生医療等製品の安全性に関する非臨床試験の実施の基準に関する省令	MinisterialOrdinance	Heisei	26	60
平成19年/419AC1000000112_20191214_501AC0000000037.xml	平成十九年法律第百十二号	住宅確保要配慮者に対する賃貸住宅の供給の促進に関する法律	Act	Heisei	19	112
令和元年/501M60000800005_20190524_000000000000000.xml	令和元年国土交通省令第五号	アイヌの人々の誇りが尊重される社会を実現するための施策の推進に関する法律第四十二条第一項の規定による権限の委任に関する省令	MinisterialOrdinance	Reiwa	01	005
昭和39年/339M50000800062_20191216_501M60000800047.xml	昭和三十九年運輸省令第六十二号	特殊貨物船舶運送規則	MinisterialOrdinance	Showa	39	62
平成元年/401AC0000000058_20200401_501AC0000000012.xml	平成元年法律第五十八号	特定農地貸付けに関する農地法等の特例に関する法律	Act	Heisei	01	58
昭和38年/338M50000008027_20161001_000000000000000.xml	昭和三十八年自治省令第二十七号	日本消防検定協会の業務方法書に記載すべき事項を定める省令	MinisterialOrdinance	Showa	38	027
平成14年/414CO0000000177_20150801_000000000000000.xml	平成十四年政令第百七十七号	証券取引法及び金融先物取引法の一部を改正する法律の一部の施行に伴う経過措置に関する政令	CabinetOrder	Heisei	14	177
平成13年/413M60000400066_20161001_000000000000000.xml	平成十三年経済産業省令第六十六号	テレビ受像機の製造等の事業を行う者の使用済物品等の発生の抑制に関する判断の基準となるべき事項を定める省令	MinisterialOrdinance	Heisei	13	066
平成20年/420M60000002049_20171001_429M60000002046.xml	平成二十年内閣府令第四十九号	独立行政法人国民生活センター法施行規則	MinisterialOrdinance	Heisei	20	49
昭和32年/332AC1000000143_20200401_429AC0000000045.xml	昭和三十二年法律第百四十三号	公立学校の学校医、学校歯科医及び学校薬剤師の公務災害補償に関する法律	Act	Showa	32	143
昭和40年/340M50000800016_20161001_000000000000000.xml	昭和四十年運輸省令第十六号	戦傷病者等の旅客鉄道株式会社の鉄道等への無賃乗車等に係る運賃の負担方法等に関する省令	MinisterialOrdinance	Showa	40	16
昭和22年/322CO0000000109_20150801_000000000000000.xml	昭和二十二年政令第百九号	昭和二十二年政令第百九号（財産税法等による物納に因る不動産登記の特例に関する政令）	CabinetOrder	Showa	22	109
平成21年/421M60000002048_20190401_431M60000002017.xml	平成二十一年内閣府令第四十八号	消費者安全法施行規則	MinisterialOrdinance	Heisei	21	48
平成10年/410M50000300001_20190701_501M60000300002.xml	平成十年厚生省・農林水産省令第一号	食品の製造過程の管理の高度化に関する臨時措置法施行規則	MinisterialOrdinance	Heisei	10	1
昭和57年/357M50000002025_20170401_999M50000002025.xml	昭和五十七年総理府令第二十五号	就業構造基本調査規則	MinisterialOrdinance	Showa	57	25
平成27年/427M60000008042_20161001_000000000000000.xml	平成二十七年総務省令第四十二号	平成二十七年度分の地方交付税の交付時期及び交付額の特例に関する省令	MinisterialOrdinance	Heisei	27	042
